seq_id,seq_category,category,det_object_id,n_obs,median_sqrt_area,net_disp_px,net_disp_ratio,frac_frames_in_mot,in_mot
satmtb/airplane/10,airplane,airplane,16,288,46.53,0.32,0.007,0.0,False
satmtb/airplane/10,airplane,airplane,17,288,55.98,222.19,3.969,1.0,True
satmtb/airplane/10,airplane,airplane,18,288,65.59,2.32,0.035,0.0,False
satmtb/airplane/10,airplane,airplane,19,288,51.43,0.4,0.008,0.0,False
satmtb/airplane/10,airplane,airplane,20,288,61.21,191.92,3.135,1.0,True
satmtb/airplane/10,airplane,airplane,21,288,50.29,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,1,288,42.25,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,2,288,33.79,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,3,288,37.23,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,4,288,39.29,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,5,288,43.54,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,6,288,42.14,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,7,288,26.69,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,8,288,30.61,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,9,288,37.58,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,10,288,42.05,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,11,288,31.79,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,12,288,40.89,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,13,288,28.69,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,14,288,43.13,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,15,288,39.93,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,16,288,39.5,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,17,288,41.67,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,18,288,40.72,0.0,0.0,0.0,False
satmtb/airplane/11,airplane,airplane,19,288,53.11,256.0,4.821,1.0,True
satmtb/airplane/12,airplane,airplane,1,51,42.03,244.57,5.819,1.0,True
satmtb/airplane/12,airplane,airplane,2,243,78.2,2.37,0.03,0.0,False
satmtb/airplane/12,airplane,airplane,3,243,81.04,3.07,0.038,0.0,False
satmtb/airplane/12,airplane,airplane,4,243,75.47,189.46,2.51,1.0,True
satmtb/airplane/12,airplane,airplane,5,243,88.8,0.24,0.003,0.0,False
satmtb/airplane/12,airplane,airplane,6,243,83.29,2.33,0.028,0.0,False
satmtb/airplane/12,airplane,airplane,7,243,79.9,2.46,0.031,0.0,False
satmtb/airplane/12,airplane,airplane,8,243,90.76,50.28,0.554,1.0,True
satmtb/airplane/13,airplane,airplane,1,243,45.32,1.45,0.032,0.0,False
satmtb/airplane/13,airplane,airplane,2,243,56.59,4.12,0.073,0.0,False
satmtb/airplane/13,airplane,airplane,3,243,88.74,4.8,0.054,0.0,False
satmtb/airplane/13,airplane,airplane,4,243,89.91,3.89,0.043,0.0,False
satmtb/airplane/13,airplane,airplane,5,243,43.7,2.84,0.065,0.0,False
satmtb/airplane/13,airplane,airplane,6,243,70.61,2.36,0.033,0.0,False
satmtb/airplane/13,airplane,airplane,7,243,74.24,2.9,0.039,0.0,False
satmtb/airplane/13,airplane,airplane,8,243,43.66,3.89,0.089,0.0,False
satmtb/airplane/13,airplane,airplane,9,243,39.92,90.2,2.259,1.0,True
satmtb/airplane/14,airplane,airplane,1,243,87.01,95.24,1.095,1.0,True
satmtb/airplane/14,airplane,airplane,2,243,43.29,0.0,0.0,0.0,False
satmtb/airplane/14,airplane,airplane,3,243,43.23,0.0,0.0,0.0,False
satmtb/airplane/14,airplane,airplane,4,243,43.81,0.0,0.0,0.0,False
satmtb/airplane/14,airplane,airplane,5,243,43.31,0.0,0.0,0.0,False
satmtb/airplane/14,airplane,airplane,6,243,42.88,0.0,0.0,0.0,False
satmtb/airplane/14,airplane,airplane,7,243,42.64,0.0,0.0,0.0,False
satmtb/airplane/14,airplane,airplane,8,243,41.88,0.04,0.001,0.0,False
satmtb/airplane/15,airplane,airplane,1,293,53.89,276.1,5.123,1.0,True
satmtb/airplane/15,airplane,airplane,2,293,49.45,9.55,0.193,0.0,False
satmtb/airplane/15,airplane,airplane,3,293,52.01,8.55,0.164,0.0,False
satmtb/airplane/15,airplane,airplane,4,293,50.38,7.31,0.145,0.0,False
satmtb/airplane/15,airplane,airplane,5,293,56.83,8.76,0.154,0.0,False
satmtb/airplane/15,airplane,airplane,6,100,28.48,815.85,28.646,1.0,True
satmtb/airplane/16,airplane,airplane,1,293,54.76,8.06,0.147,0.0,False
satmtb/airplane/16,airplane,airplane,2,293,50.99,8.45,0.166,0.0,False
satmtb/airplane/16,airplane,airplane,3,293,50.7,29.74,0.587,1.0,True
satmtb/airplane/16,airplane,airplane,4,293,39.25,63.57,1.62,0.795,True
satmtb/airplane/16,airplane,airplane,5,293,37.85,7.3,0.193,0.0,False
satmtb/airplane/16,airplane,airplane,6,91,29.36,542.36,18.47,0.989,True
satmtb/airplane/16,airplane,airplane,7,202,51.98,27.31,0.525,1.0,True
satmtb/airplane/17,airplane,airplane,1,293,49.63,8.41,0.17,0.0,False
satmtb/airplane/17,airplane,airplane,2,293,45.76,8.63,0.189,0.0,False
satmtb/airplane/17,airplane,airplane,3,293,45.62,8.25,0.181,0.0,False
satmtb/airplane/17,airplane,airplane,4,293,49.88,8.69,0.174,0.0,False
satmtb/airplane/17,airplane,airplane,5,293,32.03,7.8,0.243,0.0,False
satmtb/airplane/17,airplane,airplane,6,293,36.0,236.15,6.56,1.0,True
satmtb/airplane/18,airplane,airplane,1,88,39.58,675.73,17.074,1.0,True
satmtb/airplane/18,airplane,airplane,2,233,39.9,226.26,5.671,1.0,True
satmtb/airplane/18,airplane,airplane,3,233,45.17,38.09,0.843,0.0,False
satmtb/airplane/18,airplane,airplane,4,233,56.33,39.55,0.702,0.0,False
satmtb/airplane/18,airplane,airplane,5,233,42.58,40.21,0.944,0.0,False
satmtb/airplane/18,airplane,airplane,6,233,36.46,40.55,1.112,0.0,False
satmtb/airplane/18,airplane,airplane,7,233,39.86,41.21,1.034,0.0,False
satmtb/airplane/18,airplane,airplane,8,233,41.1,42.59,1.036,0.0,False
satmtb/airplane/18,airplane,airplane,9,233,43.28,42.73,0.987,0.0,False
satmtb/airplane/18,airplane,airplane,10,2,37.89,44.23,1.167,0.0,False
satmtb/airplane/18,airplane,airplane,11,233,33.88,47.04,1.388,0.0,False
satmtb/airplane/18,airplane,airplane,12,233,38.63,46.62,1.207,0.0,False
satmtb/airplane/19,airplane,airplane,1,80,44.12,11.12,0.252,0.0,False
satmtb/airplane/19,airplane,airplane,2,80,42.56,10.33,0.243,0.0,False
satmtb/airplane/19,airplane,airplane,3,80,42.86,12.54,0.293,0.0,False
satmtb/airplane/19,airplane,airplane,4,80,41.5,9.73,0.235,0.0,False
satmtb/airplane/19,airplane,airplane,5,80,59.99,10.98,0.183,0.0,False
satmtb/airplane/19,airplane,airplane,6,80,45.54,12.2,0.268,0.0,False
satmtb/airplane/19,airplane,airplane,7,80,44.32,13.03,0.294,0.0,False
satmtb/airplane/19,airplane,airplane,8,80,50.86,13.05,0.257,0.0,False
satmtb/airplane/19,airplane,airplane,9,80,59.69,12.23,0.205,0.0,False
satmtb/airplane/19,airplane,airplane,10,80,42.4,12.62,0.298,0.0,False
satmtb/airplane/19,airplane,airplane,11,80,43.2,531.98,12.314,1.0,True
satmtb/airplane/20,airplane,airplane,1,201,57.25,117.71,2.056,1.0,True
satmtb/airplane/20,airplane,airplane,2,201,58.2,176.97,3.041,1.0,True
satmtb/airplane/20,airplane,airplane,3,193,84.69,4.95,0.058,0.0,False
satmtb/airplane/20,airplane,airplane,4,193,91.91,3.37,0.037,0.0,False
satmtb/airplane/20,airplane,airplane,5,193,48.54,3.23,0.067,0.0,False
satmtb/airplane/20,airplane,airplane,6,193,112.48,3.46,0.031,0.0,False
satmtb/airplane/20,airplane,airplane,7,193,58.2,3.64,0.063,0.0,False
satmtb/airplane/20,airplane,airplane,8,193,92.61,3.69,0.04,0.0,False
satmtb/airplane/20,airplane,airplane,9,193,92.45,4.44,0.048,0.0,False
satmtb/airplane/20,airplane,airplane,10,193,94.07,5.4,0.057,0.0,False
satmtb/airplane/20,airplane,airplane,11,193,104.14,4.46,0.043,0.0,False
satmtb/airplane/20,airplane,airplane,12,193,54.78,3.5,0.064,0.0,False
satmtb/airplane/20,airplane,airplane,13,193,87.87,0.0,0.0,0.0,False
satmtb/airplane/21,airplane,airplane,1,193,51.0,38.45,0.754,1.0,True
satmtb/airplane/21,airplane,airplane,2,193,97.58,4.11,0.042,0.0,False
satmtb/airplane/21,airplane,airplane,3,193,54.88,3.77,0.069,0.0,False
satmtb/airplane/21,airplane,airplane,4,193,50.9,4.89,0.096,0.0,False
satmtb/airplane/21,airplane,airplane,5,193,70.37,4.75,0.067,0.0,False
satmtb/airplane/21,airplane,airplane,6,193,52.12,5.9,0.113,0.0,False
satmtb/airplane/21,airplane,airplane,7,202,48.7,177.84,3.652,1.0,True
satmtb/airplane/21,airplane,airplane,8,194,54.29,90.18,1.661,1.0,True
satmtb/airplane/22,airplane,airplane,1,193,88.96,0.0,0.0,0.0,False
satmtb/airplane/22,airplane,airplane,2,193,112.05,2.93,0.026,0.0,False
satmtb/airplane/22,airplane,airplane,3,193,107.38,3.48,0.032,0.0,False
satmtb/airplane/22,airplane,airplane,4,193,107.96,3.84,0.036,0.0,False
satmtb/airplane/22,airplane,airplane,5,193,65.32,2.2,0.034,0.0,False
satmtb/airplane/22,airplane,airplane,6,193,66.12,2.94,0.044,0.0,False
satmtb/airplane/22,airplane,airplane,7,193,46.53,2.36,0.051,0.0,False
satmtb/airplane/22,airplane,airplane,8,193,95.15,3.23,0.034,0.0,False
satmtb/airplane/22,airplane,airplane,9,193,104.41,2.56,0.025,0.0,False
satmtb/airplane/22,airplane,airplane,10,193,74.1,3.02,0.041,0.0,False
satmtb/airplane/22,airplane,airplane,11,193,75.18,4.73,0.063,0.0,False
satmtb/airplane/22,airplane,airplane,12,193,88.02,3.07,0.035,0.0,False
satmtb/airplane/22,airplane,airplane,13,193,76.31,0.0,0.0,0.0,False
satmtb/airplane/22,airplane,airplane,14,193,101.95,3.38,0.033,0.0,False
satmtb/airplane/22,airplane,airplane,15,193,98.7,66.15,0.67,1.0,True
satmtb/airplane/22,airplane,airplane,16,193,102.22,32.27,0.316,1.0,True
satmtb/airplane/22,airplane,airplane,17,193,91.39,2.93,0.032,0.0,False
satmtb/airplane/22,airplane,airplane,18,193,70.9,1.64,0.023,0.0,False
satmtb/airplane/22,airplane,airplane,19,193,86.91,1.4,0.016,0.0,False
satmtb/airplane/22,airplane,airplane,20,193,79.11,2.28,0.029,0.0,False
satmtb/airplane/22,airplane,airplane,21,193,51.66,3.87,0.075,0.0,False
satmtb/airplane/22,airplane,airplane,22,193,48.3,4.04,0.084,0.0,False
satmtb/airplane/22,airplane,airplane,23,193,51.93,4.57,0.088,0.0,False
satmtb/airplane/22,airplane,airplane,24,193,50.9,7.94,0.156,1.0,True
satmtb/airplane/22,airplane,airplane,25,193,58.96,0.0,0.0,0.0,False
satmtb/airplane/22,airplane,airplane,26,193,53.11,145.54,2.74,1.0,True
satmtb/airplane/22,airplane,airplane,27,193,44.16,3.31,0.075,0.0,False
satmtb/airplane/22,airplane,airplane,28,193,44.78,4.06,0.091,0.0,False
satmtb/airplane/22,airplane,airplane,29,193,50.3,2.96,0.059,0.0,False
satmtb/airplane/23,airplane,airplane,1,64,56.36,0.0,0.0,0.0,False
satmtb/airplane/23,airplane,airplane,2,64,90.86,0.0,0.0,0.0,False
satmtb/airplane/23,airplane,airplane,3,64,109.99,0.0,0.0,0.0,False
satmtb/airplane/23,airplane,airplane,4,64,97.16,0.0,0.0,0.0,False
satmtb/airplane/23,airplane,airplane,5,64,93.28,0.0,0.0,0.0,False
satmtb/airplane/23,airplane,airplane,6,64,52.19,87.95,1.685,1.0,True
satmtb/airplane/23,airplane,airplane,8,2,46.32,247.87,5.351,0.5,True
satmtb/airplane/23,airplane,airplane,7,77,41.36,3.62,0.087,0.169,False
satmtb/airplane/24,airplane,airplane,1,193,55.36,250.02,4.516,1.0,True
satmtb/airplane/25,airplane,airplane,1,140,41.74,0.41,0.01,0.0,False
satmtb/airplane/25,airplane,airplane,2,140,34.81,0.52,0.015,0.0,False
satmtb/airplane/25,airplane,airplane,3,140,38.76,1.09,0.028,0.0,False
satmtb/airplane/25,airplane,airplane,4,140,34.97,0.75,0.021,0.0,False
satmtb/airplane/25,airplane,airplane,5,140,29.01,0.67,0.023,0.0,False
satmtb/airplane/25,airplane,airplane,6,140,36.4,0.05,0.001,0.0,False
satmtb/airplane/25,airplane,airplane,7,140,40.47,0.48,0.012,0.0,False
satmtb/airplane/25,airplane,airplane,8,140,45.81,0.0,0.0,0.0,False
satmtb/airplane/25,airplane,airplane,9,140,42.4,0.23,0.005,0.0,False
satmtb/airplane/25,airplane,airplane,10,140,88.89,107.19,1.206,1.0,True
satmtb/airplane/26,airplane,airplane,1,142,83.7,0.0,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,2,142,78.98,4.04,0.051,0.0,False
satmtb/airplane/26,airplane,airplane,3,142,50.02,0.01,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,4,142,51.92,0.0,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,5,142,60.27,0.0,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,6,142,49.35,0.02,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,7,142,56.71,0.0,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,8,142,44.77,0.01,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,9,142,55.26,0.01,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,10,142,39.02,0.0,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,11,142,48.57,0.01,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,12,142,48.75,0.0,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,13,142,44.87,0.0,0.0,0.0,False
satmtb/airplane/26,airplane,airplane,14,142,50.61,152.35,3.01,1.0,True
satmtb/airplane/27,airplane,airplane,1,319,52.55,17.23,0.328,0.0,False
satmtb/airplane/27,airplane,airplane,2,319,12.59,17.54,1.393,0.0,False
satmtb/airplane/27,airplane,airplane,3,319,12.16,16.66,1.371,0.0,False
satmtb/airplane/27,airplane,airplane,4,319,11.89,15.9,1.338,0.0,False
satmtb/airplane/27,airplane,airplane,5,319,23.81,16.5,0.693,0.0,False
satmtb/airplane/27,airplane,airplane,6,319,19.5,15.86,0.813,0.0,False
satmtb/airplane/27,airplane,airplane,7,319,18.58,14.78,0.795,0.0,False
satmtb/airplane/27,airplane,airplane,8,319,36.11,16.18,0.448,0.0,False
satmtb/airplane/27,airplane,airplane,9,319,20.62,18.91,0.917,0.0,False
satmtb/airplane/27,airplane,airplane,10,319,29.31,15.33,0.523,0.0,False
satmtb/airplane/27,airplane,airplane,11,319,25.92,16.69,0.644,0.0,False
satmtb/airplane/27,airplane,airplane,12,163,40.24,1077.94,26.785,1.0,True
satmtb/airplane/27,airplane,airplane,13,319,40.55,73.24,1.806,0.643,True
satmtb/airplane/27,airplane,airplane,14,319,48.57,26.2,0.539,0.313,False
satmtb/airplane/27,airplane,airplane,15,319,43.52,284.48,6.537,1.0,True
satmtb/airplane/27,airplane,airplane,16,319,21.15,156.87,7.418,1.0,True
satmtb/airplane/28,airplane,airplane,1,319,62.45,3.76,0.06,0.0,False
satmtb/airplane/28,airplane,airplane,2,319,50.6,7.76,0.153,0.0,False
satmtb/airplane/28,airplane,airplane,3,319,61.84,7.25,0.117,0.0,False
satmtb/airplane/28,airplane,airplane,4,319,40.43,9.55,0.236,0.0,False
satmtb/airplane/28,airplane,airplane,5,319,47.66,7.72,0.162,0.0,False
satmtb/airplane/28,airplane,airplane,6,319,88.41,2.39,0.027,0.0,False
satmtb/airplane/28,airplane,airplane,7,319,55.89,6.53,0.117,0.0,False
satmtb/airplane/28,airplane,airplane,8,319,53.8,8.59,0.16,0.0,False
satmtb/airplane/28,airplane,airplane,9,319,50.54,5.53,0.11,0.0,False
satmtb/airplane/28,airplane,airplane,10,319,61.27,5.67,0.092,0.0,False
satmtb/airplane/28,airplane,airplane,11,319,49.64,7.81,0.157,0.0,False
satmtb/airplane/28,airplane,airplane,12,319,52.31,8.01,0.153,0.0,False
satmtb/airplane/28,airplane,airplane,13,319,58.27,5.13,0.088,0.0,False
satmtb/airplane/28,airplane,airplane,14,319,56.74,6.12,0.108,0.0,False
satmtb/airplane/28,airplane,airplane,15,319,59.56,6.54,0.11,0.0,False
satmtb/airplane/28,airplane,airplane,16,319,55.28,5.62,0.102,0.0,False
satmtb/airplane/28,airplane,airplane,17,319,59.0,6.28,0.106,0.0,False
satmtb/airplane/28,airplane,airplane,18,319,48.76,11.02,0.226,0.0,False
satmtb/airplane/28,airplane,airplane,19,319,60.26,8.06,0.134,0.0,False
satmtb/airplane/28,airplane,airplane,20,319,51.6,166.36,3.224,1.0,True
satmtb/airplane/28,airplane,airplane,21,319,49.54,5.83,0.118,0.0,False
satmtb/airplane/28,airplane,airplane,22,319,49.68,35.86,0.722,0.386,False
satmtb/airplane/28,airplane,airplane,23,319,69.99,145.9,2.085,1.0,True
satmtb/airplane/28,airplane,airplane,24,319,82.53,126.43,1.532,1.0,True
satmtb/airplane/28,airplane,airplane,25,319,87.04,82.89,0.952,1.0,True
satmtb/airplane/28,airplane,airplane,26,319,84.83,69.66,0.821,0.73,True
satmtb/airplane/28,airplane,airplane,27,319,49.93,8.49,0.17,0.0,False
satmtb/airplane/28,airplane,airplane,28,319,52.58,7.6,0.144,0.0,False
satmtb/airplane/28,airplane,airplane,29,319,90.1,4.5,0.05,0.0,False
satmtb/airplane/28,airplane,airplane,30,319,109.83,4.02,0.037,0.0,False
satmtb/airplane/28,airplane,airplane,31,319,60.64,8.53,0.141,0.0,False
satmtb/airplane/28,airplane,airplane,32,319,57.67,224.56,3.894,1.0,True
satmtb/airplane/29,airplane,airplane,1,319,53.42,477.97,8.947,1.0,True
satmtb/airplane/29,airplane,airplane,2,319,45.65,10.26,0.225,0.0,False
satmtb/airplane/29,airplane,airplane,3,319,52.91,9.17,0.173,0.0,False
satmtb/airplane/29,airplane,airplane,4,319,47.06,9.23,0.196,0.0,False
satmtb/airplane/29,airplane,airplane,5,319,47.13,7.74,0.164,0.0,False
satmtb/airplane/29,airplane,airplane,6,319,48.98,8.43,0.172,0.0,False
satmtb/airplane/29,airplane,airplane,7,319,54.25,9.66,0.178,0.0,False
satmtb/airplane/29,airplane,airplane,8,319,53.42,8.41,0.157,0.0,False
satmtb/airplane/29,airplane,airplane,9,319,46.35,9.93,0.214,0.0,False
satmtb/airplane/29,airplane,airplane,10,319,46.86,10.38,0.221,0.0,False
satmtb/airplane/30,airplane,airplane,1,319,52.51,35.61,0.678,0.599,True
satmtb/airplane/30,airplane,airplane,2,319,49.47,205.59,4.156,1.0,True
satmtb/airplane/30,airplane,airplane,3,319,49.88,7.31,0.147,0.0,False
satmtb/airplane/30,airplane,airplane,4,319,53.04,7.31,0.138,0.0,False
satmtb/airplane/30,airplane,airplane,5,319,25.46,8.05,0.316,0.0,False
satmtb/airplane/30,airplane,airplane,6,319,34.85,6.25,0.179,0.0,False
satmtb/airplane/30,airplane,airplane,7,319,29.85,7.55,0.253,0.0,False
satmtb/airplane/30,airplane,airplane,8,319,35.59,12.42,0.349,0.0,False
satmtb/airplane/30,airplane,airplane,9,319,26.51,8.3,0.313,0.0,False
satmtb/airplane/30,airplane,airplane,10,319,22.62,10.03,0.444,0.0,False
satmtb/airplane/30,airplane,airplane,11,319,69.64,7.37,0.106,0.0,False
satmtb/airplane/30,airplane,airplane,12,319,77.66,7.69,0.099,0.0,False
satmtb/airplane/30,airplane,airplane,13,319,74.72,9.01,0.121,0.0,False
satmtb/airplane/30,airplane,airplane,14,319,90.2,9.0,0.1,0.0,False
satmtb/airplane/30,airplane,airplane,15,319,89.38,7.63,0.085,0.0,False
satmtb/airplane/30,airplane,airplane,16,319,20.83,9.25,0.444,0.0,False
satmtb/airplane/30,airplane,airplane,17,319,36.02,9.33,0.259,0.0,False
satmtb/airplane/30,airplane,airplane,18,319,67.46,0.0,0.0,0.0,False
satmtb/airplane/30,airplane,airplane,19,319,82.47,3.72,0.045,0.0,False
satmtb/airplane/31,airplane,airplane,1,319,76.8,3.01,0.039,0.0,False
satmtb/airplane/31,airplane,airplane,2,319,81.36,2.05,0.025,0.0,False
satmtb/airplane/31,airplane,airplane,3,319,71.49,3.6,0.05,0.0,False
satmtb/airplane/31,airplane,airplane,4,319,46.74,5.91,0.127,0.0,False
satmtb/airplane/31,airplane,airplane,5,319,30.22,4.76,0.158,0.0,False
satmtb/airplane/31,airplane,airplane,6,319,40.29,5.11,0.127,0.0,False
